,subject,set,understood task,response,button_bias_Z,decoy_NN_count,decoy_NN_count_correct,decoy_binom,rt set,rt shifted,rt swapped,rt neither,key_r,I7_count,I5_count,I1_count,I11_count,rt shifted-swapped,rt shifted:swapped,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
163,SSS0166,0 2 4 7 9,True,BAAABBBBBBBBBAAB,-1.7520366706106383,16,14,0.0020904541015625,598.8274999996647,578.3624999995809,4752.752499999944,0.0,0.8047539390442504,1.4375,2.875,0.0,0.0,-4174.390000000363,0.12169001015718528,14.0,2.0,0.0,5.0,11.0,0.0,5.0,11.0,0.0,16.0,16.0,16.0,16.0,0.875,0.125,0.0,0.3125,0.6875,0.0,0.3125,0.6875,0.0,0.875,0.125,0.75,0.75,166,20,Yes,in-ear headphones. ,4-12,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,"block 4. I started not to pay close attention to each notes. Instead, I payed attention to the melody as whole.",8.0,6-8,"Yes, I do alright",piano,Strongly Agree,Agree,"just listen, I am sensitive to most absonant notes.",2020-09-21 06:29:56,37143
164,SSS0167,0 2 4 7 9,False,ABBBBBBBBABBA,-0.5218624584427534,13,10,0.046142578125,2216.2850000020117,2305.4925000029616,1765.2200000006706,0.0,0.8030088707148034,1.4615384615384615,3.3846153846153846,0.0,0.0,540.272500002291,1.3060652496584482,10.0,3.0,0.0,3.0,10.0,0.0,3.0,10.0,0.0,13.0,13.0,13.0,13.0,0.7692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.7692307692307693,0.0,0.23076923076923078,0.7692307692307693,0.0,0.7692307692307693,0.23076923076923078,0.5384615384615385,0.5384615384615385,167,21,No,,,English,,,,SONA for course credit,,No,Male,,5.0,0,No,,Neither Agree nor Disagree,Neither Agree nor Disagree,,2020-09-21 12:39:07,37127
165,SSS0168,0 2 4 7 9,True,AABBBBABBB,-0.9819805060619659,10,4,0.828125,2413.1350000053644,948.5925000011921,1705.3975000083447,3749.7074999809265,0.7926911401846121,1.8571428571428572,2.5,0.0,0.0,-756.8050000071526,0.5562295593822265,4.0,6.0,4.0,3.0,7.0,4.0,3.0,7.0,4.0,14.0,14.0,14.0,10.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.5,0.2857142857142857,0.21428571428571427,0.5,0.2857142857142857,0.4,0.6,-0.14285714285714285,-0.19999999999999996,168,18,No,In-ear headphone,6-8,Other (please specify below):,changes in pitch,,Unknown,SONA for course credit,Chinese,No,Female,,5.0,2-3,"Yes, I do alright",Electronic piano/Flute/Drums,Agree,Disagree,none,2020-10-20 02:34:20,38714
166,SSS0169,0 2 4 7 9,True,BABBBABABBABAB,2.1797848490858205,14,11,0.0286865234375,2063.0199999958277,1319.7049999684095,2063.0199999958277,2731.8799999803305,0.7993839731244254,2.0588235294117645,2.7058823529411766,0.0,0.0,-743.3150000274181,0.6396956888304905,11.0,3.0,3.0,5.0,9.0,3.0,5.0,9.0,3.0,17.0,17.0,17.0,14.0,0.6470588235294118,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.7857142857142857,0.21428571428571427,0.47058823529411764,0.5714285714285714,169,19,No,over-the-ear,7-15,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,5.0,6-8,"Yes, I do alright",Piano,Strongly Agree,Agree,imagine I am the one who is pressing the keys,2020-09-22 23:44:44,38710
167,SSS0170,0 2 4 7 9,True,BBBBBABBAABA,-0.22996655275194974,12,9,0.072998046875,2405.9049999993294,1727.1000000033528,2406.9350000061095,60649.98750000168,0.7767149428446284,1.7142857142857142,1.9285714285714286,0.0,0.0,-679.8350000027567,0.7175515749278518,9.0,3.0,2.0,4.0,8.0,2.0,4.0,8.0,2.0,14.0,14.0,14.0,12.0,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.75,0.25,0.4285714285714286,0.5,170,20,No,in-ear earphones,elementary school,Other (please specify below):,,,,SONA for course credit,chinese,No,Female,,4.0,2-3,"Yes, but not so well","piano, guitar, flute, ocarina",Strongly Agree,Neither Agree nor Disagree,I try to imagine the sounds in my head as pictures,2020-10-13 12:24:20,38579
168,SSS0171,0 2 4 7 9,True,AABBAAABAABB,-0.52051509160747,12,8,0.19384765625,1212.0000000286382,917.1050000295509,3142.2400000155903,0.0,0.7664422352539187,1.75,2.9166666666666665,0.0,0.0,-2225.1349999860395,0.29186344773951084,8.0,4.0,0.0,7.0,5.0,0.0,7.0,5.0,0.0,12.0,12.0,12.0,12.0,0.6666666666666666,0.3333333333333333,0.0,0.5833333333333334,0.4166666666666667,0.0,0.5833333333333334,0.4166666666666667,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,171,19,No,airpods pro,8-14,English,change in key,,Unknown,SONA for course credit,Chinese,Yes,Female,"For those which have many # or b notes, its hard to notice the difference ",7.0,6-8,"Yes, I do alright",piano,Strongly Agree,Agree,change in key,2020-10-13 13:32:04,39807
169,SSS0172,0 2 4 7 9,False,AAABAABAABBABAA,0.8116794499134276,15,8,0.4999999999999999,627.8225000132807,545.1600000087637,668.4450000175275,4062.1099999989383,0.8124308240292935,1.9375,2.25,0.0,0.0,-123.28500000876375,0.8155644817366708,8.0,7.0,1.0,10.0,5.0,1.0,10.0,5.0,1.0,16.0,16.0,16.0,15.0,0.5,0.4375,0.0625,0.625,0.3125,0.0625,0.625,0.3125,0.0625,0.5333333333333333,0.4666666666666667,0.0625,0.06666666666666665,172,20,No,over-the-ear,,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,1.0,0,No,,Strongly Disagree,Strongly Disagree,,2020-10-02 00:41:57,39624
170,SSS0173,0 2 4 7 9,True,BABABBBBBABBBA,0.8931557942079716,14,10,0.08978271484375,1340.9625000786036,1255.9225000441074,1637.430000002496,2416.6225000517443,0.7780241889852517,1.5,2.8333333333333335,0.0,0.0,-381.5074999583885,0.7670083606885137,10.0,4.0,4.0,4.0,10.0,4.0,4.0,10.0,4.0,18.0,18.0,18.0,14.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.7142857142857143,0.2857142857142857,0.33333333333333337,0.4285714285714286,173,18,No,"in-ear, airpods",12-15,English,Tone differences,,Unknown,SONA for course credit,Chinese,Yes,Female,,5.0,2-3,"Yes, I do alright",Flute,Strongly Agree,Neither Agree nor Disagree,Whether it's a major or minor key,2020-10-03 12:52:05,40021
171,SSS0174,0 2 4 7 9,True,ABABABBAABBB,0.7287211282504584,12,10,0.019287109375,881.502499920316,556.5700000151992,1972.2124999389052,1046.4124999707565,0.7972756452765682,2.0,2.2857142857142856,0.0,0.0,-1415.642499923706,0.2822058982145385,10.0,2.0,2.0,5.0,7.0,2.0,5.0,7.0,2.0,14.0,14.0,14.0,12.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.5,0.14285714285714285,0.35714285714285715,0.5,0.14285714285714285,0.8333333333333334,0.16666666666666666,0.5714285714285714,0.6666666666666667,174,19,No,In-ear headphones. ,12-17,English,notes that stood our as different,,Unknown,SONA for course credit,,Yes,Male,,7.0,4-5,"Yes, but not so well","guitar, piano, violin",Strongly Agree,Strongly Disagree,listen for major and minor key differences.,2020-09-29 14:49:10,39783
172,SSS0175,0 2 4 7 9,True,BBABBBAABAAAAAA,-1.2320394258924525,15,8,0.4999999999999999,2489.0499999821186,4572.064999960363,2303.8149997591972,0.0,0.8343058508121839,2.1333333333333333,2.8,0.0,0.0,2268.2500002011657,1.9845625627223762,8.0,7.0,0.0,9.0,6.0,0.0,9.0,6.0,0.0,15.0,15.0,15.0,15.0,0.5333333333333333,0.4666666666666667,0.0,0.6,0.4,0.0,0.6,0.4,0.0,0.5333333333333333,0.4666666666666667,0.06666666666666665,0.06666666666666665,175,19,No,laptop speaker,4-8,Other (please specify below):,Pitches of specific notes and intervals between notes,,,SONA for course credit,Chinese,No,Female,,6.0,4-5,"Yes, but not so well",piano,Strongly Agree,Agree,Look out for different pitches and different interval progression,2020-10-07 03:52:15,38127
173,SSS0176,0 2 4 7 9,True,BAAABBABAABBA,0.31399291281137953,13,10,0.046142578125,764.3200000165962,645.7224999903701,764.3200000165962,0.0,0.7662247279392091,1.7692307692307692,2.3846153846153846,0.0,0.0,-118.59750002622604,0.8448326616814281,10.0,3.0,0.0,7.0,6.0,0.0,7.0,6.0,0.0,13.0,13.0,13.0,13.0,0.7692307692307693,0.23076923076923078,0.0,0.5384615384615384,0.46153846153846156,0.0,0.5384615384615384,0.46153846153846156,0.0,0.7692307692307693,0.23076923076923078,0.5384615384615385,0.5384615384615385,176,19,No,apple airpods,3-14,English,there were certain notes that stuck out ,,Unknown,SONA for course credit,,Yes,Female,,10.0,9+,"Yes, I do alright",piano and violin,Strongly Agree,Strongly Disagree,listened for notes that really stuck out,2020-09-21 12:57:47,39714
174,SSS0177,0 2 4 7 9,True,ABBBABBBBBA,-0.30015011259383184,11,7,0.2744140625,1611.102499999106,1556.4549999544397,1996.3074999977835,2623.864999972284,0.8177785891262266,1.0833333333333333,3.3333333333333335,0.0,0.0,-439.85250004334375,0.7796669601031744,7.0,4.0,1.0,3.0,8.0,1.0,3.0,8.0,1.0,12.0,12.0,12.0,11.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.25,0.6666666666666666,0.08333333333333333,0.25,0.6666666666666666,0.08333333333333333,0.6363636363636364,0.36363636363636365,0.25000000000000006,0.2727272727272727,177,19,No,headphones in ear,12- 15,English,,,,SONA for course credit,,No,Female,,6.0,2-3,"Yes, I do alright",Piano guitar,Strongly Agree,Agree,,2020-09-27 04:53:52,39878
175,SSS0178,0 2 4 7 9,True,ABBB,-1.0,4,3,0.3125,1302.3025000002235,720.229999977164,1836.295000044629,1443.7325000180863,0.7857247877294018,1.875,2.9375,0.0,0.0,-1116.065000067465,0.39221911509842355,3.0,1.0,12.0,1.0,3.0,12.0,1.0,3.0,12.0,16.0,16.0,16.0,4.0,0.1875,0.0625,0.75,0.0625,0.1875,0.75,0.0625,0.1875,0.75,0.75,0.25,0.125,0.5,178,18,No,airpods,12-14,English,"There sometimes is this note that just sounds different, stands out. ",,,SONA for course credit,Chinese,No,Female,,2.0,2-3,No,"guitar, bass, piano ",Strongly Agree,Neither Agree nor Disagree,instinct and trying to recall the rhythm and melody,2020-10-13 15:00:46,39575
176,SSS0179,0 2 4 7 9,False,ABABAABABAAB,1.9779573481083867,12,8,0.19384765625,1250.1349999802187,1011.8524999707006,2556.1425000196323,1428.4599999664351,0.79733813653827,1.8666666666666667,3.066666666666667,0.0,0.0,-1544.2900000489317,0.39585136586200853,8.0,4.0,3.0,7.0,5.0,3.0,7.0,5.0,3.0,15.0,15.0,15.0,12.0,0.5333333333333333,0.26666666666666666,0.2,0.4666666666666667,0.3333333333333333,0.2,0.4666666666666667,0.3333333333333333,0.2,0.6666666666666666,0.3333333333333333,0.26666666666666666,0.3333333333333333,179,23,No,in-ear,9-12,Other (please specify below):,"if I thought the melody has certain pattern, I tried to find the difference in that pattern between the two choices",,Unknown,SONA for course credit,Mandarin,No,Male,,3.0,2-3,"Yes, but not so well",piano,Disagree,Strongly Agree,syllable or tone,2020-09-27 05:38:54,39677
177,SSS0180,0 2 4 7 9,True,AAAAAAABA,0.534522483824849,9,6,0.25390625,2238.802499996498,2583.6949999937788,1683.745000017807,2129.8050000034273,0.7885652320844088,1.6666666666666667,2.6666666666666665,0.0,0.0,899.9499999759719,1.5344930496996008,6.0,3.0,3.0,8.0,1.0,3.0,8.0,1.0,3.0,12.0,12.0,12.0,9.0,0.5,0.25,0.25,0.6666666666666666,0.08333333333333333,0.25,0.6666666666666666,0.08333333333333333,0.25,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,180,21,No,"yes , in-ear ",7-16,Other (please specify below):,different note or key,,Unknown,SONA for course credit,Korean,Yes,Female,,8.0,9+,"Yes, I do alright",the piano,Strongly Agree,Disagree,instinct,2020-09-21 16:35:42,36732
178,SSS0181,0 2 4 7 9,True,ABBAAABAABAB,0.7287211282504584,12,8,0.19384765625,7119.860000034794,3532.277500023134,38282.739999966696,8514.495000010356,0.7699333697266062,2.066666666666667,3.2666666666666666,0.0,0.0,-34750.46249994356,0.0922681474739323,8.0,4.0,3.0,7.0,5.0,3.0,7.0,5.0,3.0,15.0,15.0,15.0,12.0,0.5333333333333333,0.26666666666666666,0.2,0.4666666666666667,0.3333333333333333,0.2,0.4666666666666667,0.3333333333333333,0.2,0.6666666666666666,0.3333333333333333,0.26666666666666666,0.3333333333333333,181,18,No,in ear headphone,4,Other (please specify below):,,,,SONA for course credit,chinese,No,Female,,6.0,2-3,"Yes, but not so well",guitar,Agree,Agree,hear how the rhythm goes,2020-10-18 08:52:23,39621
179,SSS0182,0 2 4 7 9,True,ABABAABBABBBB,0.520476245748122,13,6,0.70947265625,283.6224999986589,249.4724999992177,350.85999999940395,521.6500000022352,0.7941043095274388,2.0714285714285716,2.5,0.0,0.0,-101.38750000018626,0.7110314655407898,6.0,7.0,1.0,5.0,8.0,1.0,5.0,8.0,1.0,14.0,14.0,14.0,13.0,0.42857142857142855,0.5,0.07142857142857142,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.46153846153846156,0.5384615384615384,-0.07142857142857145,-0.07692307692307687,182,20,No,in ear headphones,"I like to listen to music, but I never had any professional musical training",English,different tones during the melodies,,,SONA for course credit,Tagalog,Yes,Female,,4.0,0,No,I play the piano and the lyre,Strongly Agree,Strongly Disagree,I close my eyes to 100% focus on the music,2020-10-13 16:18:40,39573
180,SSS0183,0 2 4 7 9,True,AAABABABBBBBB,-0.7097403351110759,13,7,0.5,260.00750000821427,251.12499995157123,277.6300000259653,1214.0799999469891,0.8064572858306132,1.8571428571428572,2.5,0.0,0.0,-26.505000074394047,0.9045312103450089,7.0,6.0,1.0,5.0,8.0,1.0,5.0,8.0,1.0,14.0,14.0,14.0,13.0,0.5,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.5384615384615384,0.46153846153846156,0.07142857142857145,0.07692307692307687,183,18,No,"in-ear, AirPods",12-13,English,I judged the difference based on the differences between high and low notes,,,SONA for course credit,,Yes,Female,,3.0,2-3,"Yes, but not so well",Guitar,Agree,Agree,,2020-09-29 16:27:31,39889
181,SSS0184,0 2 4 7 9,True,ABAABABBBABBAAA,0.28718326344709516,15,8,0.4999999999999999,3840.312499960419,3425.264999968931,3863.1749999476597,3817.449999973178,0.7937233760781433,1.75,2.3125,0.0,0.0,-437.9099999787286,0.8866450523249241,8.0,7.0,1.0,8.0,7.0,1.0,8.0,7.0,1.0,16.0,16.0,16.0,15.0,0.5,0.4375,0.0625,0.5,0.4375,0.0625,0.5,0.4375,0.0625,0.5333333333333333,0.4666666666666667,0.0625,0.06666666666666665,184,18,No,in-ear,4-18,English,,,,SONA for course credit,,No,Male,,8.0,9+,"Yes, I do alright",Piano,Agree,Neither Agree nor Disagree,Listen carefully,2020-10-02 12:27:24,39622
182,SSS0185,0 2 4 7 9,True,BABABAAAABAB,1.3533392381794225,12,6,0.61279296875,3559.7374999779277,2956.9650000194088,3762.3599999933504,4532.787500007544,0.7839119090509917,1.8571428571428572,2.7857142857142856,0.0,0.0,-805.3949999739416,0.7859335629829775,6.0,6.0,2.0,7.0,5.0,2.0,7.0,5.0,2.0,14.0,14.0,14.0,12.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5,0.35714285714285715,0.14285714285714285,0.5,0.35714285714285715,0.14285714285714285,0.5,0.5,0.0,0.0,185,20,No,Headphones (Airpods),,English,the keys,,Unknown,SONA for course credit,,Yes,Male,,1.0,0,No,,Agree,Neither Agree nor Disagree,i looked at both high and low notes to see if there were any small tweaks between melodies,2020-09-21 14:03:24,39508
183,SSS0186,0 2 4 7 9,True,BBABB,0.8164965809277259,5,4,0.1875,905.807500006631,450.9324999526143,1631.569999968633,963.1499999668449,0.7897165245404053,2.0625,2.25,0.0,0.0,-1180.6375000160187,0.2763794994767515,4.0,1.0,11.0,1.0,4.0,11.0,1.0,4.0,11.0,16.0,16.0,16.0,5.0,0.25,0.0625,0.6875,0.0625,0.25,0.6875,0.0625,0.25,0.6875,0.8,0.2,0.1875,0.6000000000000001,186,20,No,Earphones,8-13,English,Prolonged versions of melodies and super low or high-pitched sounds introduced. ,,,SONA for course credit,Chinese,Yes,Female,around the middle i focused more on the overall sound of the melody and the key (like if it sounded out of tune),3.0,4-5,No,piano,Strongly Agree,Agree,Tapping my foot or finger to the melodies. ,2020-10-20 21:59:38,40208
184,SSS0187,0 2 4 7 9,True,BABBAABBAABAAAB,0.28718326344709516,15,13,0.003692626953125,356.83499998413026,340.4650000156835,614.144999999553,755.635000008624,0.764844612117753,1.411764705882353,2.823529411764706,0.0,0.0,-273.6799999838695,0.5543723388058704,13.0,2.0,2.0,8.0,7.0,2.0,8.0,7.0,2.0,17.0,17.0,17.0,15.0,0.7647058823529411,0.11764705882352941,0.11764705882352941,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.8666666666666667,0.13333333333333333,0.6470588235294117,0.7333333333333334,187,18,No,Over-the-ear headphones,9-15,English,"The melodies had different pitched notes or differed in terms of sharps and flats, majors and minors.",,,SONA for course credit,,Yes,Male,,7.0,6-8,"Yes, I do alright","Double bass, keyboard",Strongly Agree,Agree,Listen to both melodies and try to identify atonalities or extra notes,2020-09-27 07:55:24,39539
185,SSS0188,0 2 4 7 9,True,AABABBBAA,-0.32128773156099966,9,7,0.08984375,1138.3099999511614,895.409999997355,629.3825000175275,1239.2049999907613,0.7831087145333222,1.9333333333333333,2.7333333333333334,0.0,0.0,266.02749997982755,1.4226801666274786,7.0,2.0,6.0,5.0,4.0,6.0,5.0,4.0,6.0,15.0,15.0,15.0,9.0,0.4666666666666667,0.13333333333333333,0.4,0.3333333333333333,0.26666666666666666,0.4,0.3333333333333333,0.26666666666666666,0.4,0.7777777777777778,0.2222222222222222,0.33333333333333337,0.5555555555555556,188,18,Yes,in-ear headphones,9 or 10,English,"Discriminations based on length, and the middle portion of the melody since that was the portion that usually had the differences.",,Unknown,SONA for course credit,,Yes,Female,I think the lenght of the melody increased and decreased throughout the experiment.,4.0,1,"Yes, but not so well",Recorder,Strongly Agree,Disagree,I would tap my fingers and my feet.,2020-09-29 18:22:04,39865
186,SSS0189,0 2 4 7 9,True,BBBAAABBBBABABB,-0.40583972495671405,15,9,0.30361938476562494,3831.8499999875203,2975.510000018403,4063.4299999945797,0.0,0.7625321126941098,1.9333333333333333,2.533333333333333,0.0,0.0,-1087.9199999761768,0.7322655982808544,9.0,6.0,0.0,5.0,10.0,0.0,5.0,10.0,0.0,15.0,15.0,15.0,15.0,0.6,0.4,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.4,0.19999999999999996,0.19999999999999996,189,17,No,headphones,10-14,Spanish,pitch ,,,SONA for course credit,,Yes,Female,,8.0,4-5,"Yes, I do alright",piano and ukelele,Strongly Agree,Neither Agree nor Disagree,pitch,2020-09-27 10:38:33,39986
187,SSS0190,0 2 4 7 9,True,AABBAAABBBBBABBBBAA,-1.5824200679873837,19,10,0.5,3741.87000002712,1249.7800000710413,6857.649999903515,0.0,0.7813441134436492,1.736842105263158,3.1578947368421053,0.0,0.0,-5607.869999832474,0.1822461047280957,10.0,9.0,0.0,8.0,11.0,0.0,8.0,11.0,0.0,19.0,19.0,19.0,19.0,0.5263157894736842,0.47368421052631576,0.0,0.42105263157894735,0.5789473684210527,0.0,0.42105263157894735,0.5789473684210527,0.0,0.5263157894736842,0.47368421052631576,0.05263157894736842,0.05263157894736842,190,18,No,apple earphones,6-11,English,,,,SONA for course credit,,No,Female,,6.0,4-5,"Yes, I do alright",flute,Strongly Agree,Agree,,2020-10-02 18:15:24,40031
188,SSS0191,0 2 4 7 9,True,BBABABAAABBBAABAAB,0.48591265790377497,18,13,0.048126220703125,624.4849999928847,643.4000000003725,605.5699999853969,0.0,0.801253300990543,1.6666666666666667,2.2222222222222223,0.0,0.0,37.83000001497567,1.0624700695475138,13.0,5.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,18.0,18.0,18.0,18.0,0.7222222222222222,0.2777777777777778,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.7222222222222222,0.2777777777777778,0.4444444444444444,0.4444444444444444,191,21,No,In-year headphone,6-20,Other (please specify below):,,,,SONA for course credit,Chinese,No,Male,"7, because the two options became extremely similar",8.0,9+,"Yes, I am near professional",Saxophone,Agree,Disagree,The pattern and the notes,2020-10-02 18:24:39,38866
189,SSS0192,0 2 4 7 9,True,AABBBABBB,-0.8164965809277261,9,5,0.5,2077.004999998957,2088.485000014305,1357.7475000061095,2836.7150000128895,0.7739709645210306,1.2142857142857142,2.9285714285714284,0.0,0.0,730.7375000081956,1.53819837635857,5.0,4.0,5.0,3.0,6.0,5.0,3.0,6.0,5.0,14.0,14.0,14.0,9.0,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.5555555555555556,0.4444444444444444,0.07142857142857145,0.11111111111111116,192,17,No,In-ear wired earphones. ,7 - 15,Other (please specify below):,,,,SONA for course credit,Indonesian,No,Female,,2.0,2-3,"Yes, but not so well",Ukulele,Agree,Agree,"I compared Option 1 to the Test Melody and focused on whether the differing notes went up or down, and then applied it to Option 2. ",2020-10-20 18:04:54,39651
190,SSS0193,0 2 4 7 9,True,BAAABBBABBABAA,0.0,14,5,0.91021728515625,1060.357499984093,1424.949999898672,1106.3049999065697,752.3974999785423,0.7786951986121919,1.875,2.8125,0.0,0.0,318.6449999921024,1.288026358028765,5.0,9.0,2.0,7.0,7.0,2.0,7.0,7.0,2.0,16.0,16.0,16.0,14.0,0.3125,0.5625,0.125,0.4375,0.4375,0.125,0.4375,0.4375,0.125,0.35714285714285715,0.6428571428571429,-0.25,-0.28571428571428575,193,18,No,over the ear JBL,,English,,,,SONA for course credit,,No,Female,3rd block I closed my eyes.,1.0,0,No,,Strongly Agree,Disagree,trying to hear the pitches,2020-09-30 16:31:59,39893
