StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona,Q15 - Parent Topics,Q15 - Topics,Q9 - Parent Topics,Q9 - Topics
2020-09-15 23:17:49,2020-09-15 23:21:14,IP Address,98.15.78.124,100,205,True,2020-09-15 23:21:15,R_1Nqv3slpMCWWQxU,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,28,Female,Other,,Other (please specify below):,,Passive,8,9+,"6yrs old to 26yrs old ","Yes, I do alright","guitar, violon ","I tried to identify a similar pattern ",,"on the harmony or accidental notes ",No,,"headphones ",Strongly Agree,Neither Agree nor Disagree,Agree,SSS0000,Levannah,,Unknown,,Unknown
2020-09-15 23:37:47,2020-09-15 23:39:30,IP Address,216.165.95.162,100,102,True,2020-09-15 23:39:30,R_2DOBHuXbXYbuTvQ,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Male,SONA for course credit,,English,,Passive,7,4-5,9-16,"Yes, I do alright",,,,off notes,No,,over ear,Strongly Agree,Agree,Agree,SSS0003,40085,,Unknown,,
2020-09-16 00:55:14,2020-09-16 00:57:27,IP Address,100.11.0.13,100,132,True,2020-09-16 00:57:28,R_XAml1pN1qHDJ8jf,,,,,40.1714935302734375,-74.8180999755859375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,2-3,12-13,No,,,,I would pay close attention to the final notes of the melodies to try to differentiate between the two.,Yes,,"In-ear apple headphones ",Agree,Agree,Agree,NOVS1645,39649,,Unknown,,
2020-09-16 13:22:02,2020-09-16 13:31:19,IP Address,71.105.146.81,100,557,True,2020-09-16 13:31:19,R_1FEV5Eekfvt61N2,,,,,40.8777008056640625,-73.90799713134765625,anonymous,EN,18,Female,SONA for course credit,,English,,Promoter,10,6-8,from the age of 8 to 16,"Yes, I do alright","violin, piano","I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",Yes,,I used in-ear headphones (airpods),Strongly Agree,Strongly Agree,Agree,SSS0005,39476,,Unknown,,Unknown
2020-09-16 13:28:42,2020-09-16 13:31:44,IP Address,72.80.196.250,100,181,True,2020-09-16 13:31:44,R_1HkKkFVT7euY16q,,,,,40.6446075439453125,-73.97429656982421875,anonymous,EN,18,Female,SONA for course credit,,6,,Passive,7,2-3,14-17,"Yes, I do alright",Clarinet,I try to look for differences in the notes played or the rhythm of the melody based on my hearing.,,I based my discriminations on the rhythm and the notes played.,No,,"Headphones, in-ear, Airpods",Agree,Disagree,Agree,SSS0006,39740,,Unknown,,Unknown
2020-09-16 15:24:27,2020-09-16 15:26:11,IP Address,216.165.95.151,100,104,True,2020-09-16 15:26:11,R_331IJVHsMHf7xEa,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,9+,5-16,"Yes, but not so well","singing, piano when I was very young",none,Yes,"any notes that seemed ""off"" or new",No,,"Apple AirPods ",Agree,Strongly Agree,Agree,SSS0020,39825,,Unknown,,Unknown
2020-09-16 16:29:47,2020-09-16 16:32:42,IP Address,72.226.30.249,100,174,True,2020-09-16 16:32:42,R_2zeDrveUUDqhaWh,,,,,40.760894775390625,-73.9114990234375,anonymous,EN,21,Female,SONA for course credit,,Other (please specify below):,Bengali,Detractor,0,0,,No,,Closing my eyes and listening closely,Yes,how high or low particular tones were and if those tones appeared in the comparison melodies.,No,,"Headphones, Turtle Beach Ear Force Recon 50",Strongly Agree,Strongly Agree,Agree,SSS0024,38652,,Unknown,,Unknown
2020-09-16 17:51:34,2020-09-16 17:54:18,IP Address,24.50.225.96,100,163,True,2020-09-16 17:54:18,R_2VqBQrOzxzyuc0w,,,,,18.4264068603515625,-67.156097412109375,anonymous,EN,22,Female,SONA for course credit,,English,,Detractor,5,1,15,"Yes, but not so well","piano ",none,No,,No,,"in ear, apple airpods ",Strongly Agree,Agree,Agree,SSS0028,38145,,,,Unknown
2020-09-16 18:16:39,2020-09-16 18:17:52,IP Address,98.116.189.135,100,73,True,2020-09-16 18:17:52,R_2EsdKMcU81WHKHX,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,5,1,18,No,,,No,,No,,in ear,Strongly Disagree,Neither Agree nor Disagree,Agree,SSS0037,38038,,,,
2020-09-16 18:31:30,2020-09-16 18:32:42,IP Address,216.165.95.182,100,72,True,2020-09-16 18:32:42,R_UWM7AEukNf6LBHH,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,8,9+,5-present,"Yes, I do alright","piano, viola, organ, voice",my ear,Yes,the key,No,,earphones,Strongly Agree,Disagree,Agree,SSS0038,39979,,Unknown,,Unknown
2020-09-16 19:09:26,2020-09-16 19:11:01,IP Address,216.165.95.190,100,94,True,2020-09-16 19:11:01,R_10r3Yt4HieIjA1m,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,3,2-3,12-13,"Yes, but not so well",Guitar,"Judging difference between the highest high notes and the lowest low notes, keeping track of how many very high or very low notes there were.",No,,No,,"in-ear, AirPods",Strongly Agree,Agree,Agree,SSS0040,39889,,,,Unknown
2020-09-16 19:40:32,2020-09-16 19:43:11,IP Address,74.108.5.44,100,158,True,2020-09-16 19:43:11,R_1gHAo2bpZRyKkq9,,,,,40.8025054931640625,-73.73310089111328125,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Mandarin Chinese,Detractor,6,1,9,"Yes, I do alright",Piano,tone,Yes,different tones,No,,"yes, airpods gen 2",Agree,Neither Agree nor Disagree,Agree,SSS0043,39907,,Unknown,,Unknown
2020-09-16 19:46:56,2020-09-16 19:49:02,IP Address,67.87.200.241,100,125,True,2020-09-16 19:49:02,R_XG3JjmoMQDRr57j,,,,,40.98199462890625,-72.30670166015625,anonymous,EN,19,Female,SONA for course credit,,Spanish,,Detractor,1,1,13-14,"Yes, but not so well",handbells,"closing my eyes and focusing solely on the melody ",No,,No,,"apple air pods ",Strongly Agree,Neither Agree nor Disagree,Agree,SSS0042,39118,,,,Unknown
2020-09-16 20:15:12,2020-09-16 20:17:02,IP Address,207.38.150.252,100,110,True,2020-09-16 20:17:03,R_2WOMjupPSmVGznx,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Korean,Detractor,4,0,,"Yes, I do alright","piano, violin, guitar",number of high tones,No,,No,,yes. airpods,Agree,Strongly Agree,Agree,SSS0041,37831,,,,Unknown
2020-09-16 20:23:53,2020-09-16 20:25:20,IP Address,73.177.203.100,100,86,True,2020-09-16 20:25:20,R_2qjTNiPmfWp9rL8,,,,,39.1876068115234375,-78.185699462890625,anonymous,EN,19,Female,SONA for course credit,,English,,Promoter,10,9+,3-14,"Yes, I do alright","piano, violin",none,Yes,particular notes stood out,No,,apple airpods,Strongly Agree,Disagree,Agree,SSS0046,39714,,Unknown,,Unknown
2020-09-16 20:44:53,2020-09-16 20:46:13,IP Address,74.90.67.93,100,80,True,2020-09-16 20:46:14,R_2Yzj3rO2UB0GBqX,,,,,40.9864044189453125,-74.05889892578125,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,8,2-3,8-11,No,,,No,,No,,in-ear,Strongly Agree,Disagree,Agree,SSS0045,40182,,,,
2020-09-16 21:41:38,2020-09-16 21:43:15,IP Address,216.165.95.169,100,96,True,2020-09-16 21:43:15,R_W7oyqlI4ocvFPqN,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,Other (please specify below):,Italian,Detractor,5,1,17-18,"Yes, but not so well",Guitar,"didn't use any specific strategy ",No,,No,,"in-ear Apple Airpods Pro ",Strongly Agree,Strongly Disagree,Agree,SSS0053,39605,,,,Unknown
2020-09-16 22:13:24,2020-09-16 22:15:09,IP Address,216.165.95.193,100,105,True,2020-09-16 22:15:10,R_3O1SIe0elWf9vxO,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Detractor,3,2-3,,"Yes, I do alright","clarinet, guitar",if there were similar tunes and in the same order,Yes,if there were higher or lower tuned notes,No,,over the ear,Agree,Neither Agree nor Disagree,Agree,SSS0055,39579,,Unknown,,Unknown
2020-09-16 22:18:20,2020-09-16 22:19:54,IP Address,67.243.18.67,100,93,True,2020-09-16 22:19:54,R_3PRHvsQGoYG3XYy,,,,,40.7364959716796875,-74.00550079345703125,anonymous,EN,19,Female,SONA for course credit,,Spanish,,Detractor,4,2-3,9-12,"Yes, I do alright",piano,,No,,No,,in-ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0054,38793,,,,
2020-09-16 22:31:10,2020-09-16 22:33:52,IP Address,162.211.70.175,100,161,True,2020-09-16 22:33:52,R_1dG4yjJ4GJRPub5,,,,,29.893096923828125,-98.685699462890625,anonymous,EN,19,Male,SONA for course credit,,English,,Passive,7,6-8,10-17,"Yes, I am near professional",Piano,"No particular strategy, just noted patterns",Yes,I noticed certain notes that differed from the pattern of the test melody,No,,"I used over-the-ear headphones; Bose QCII 35 ",Strongly Agree,Disagree,Agree,SSS0044,38375,,Unknown,,Unknown
2020-09-16 22:48:55,2020-09-16 22:52:53,IP Address,73.197.192.121,100,238,True,2020-09-16 22:52:54,R_ac4GmC1AMDW96Vj,,,,,40.71820068359375,-74.04759979248046875,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Tagalog,Detractor,2,0,"I love to listen to music, but I never had formal training for any instrument.","Yes, but not so well",Piano and the Lyre,The strategy I used this time around was to close my eyes to focus even more on what I'm hearing.,Yes,"Some of the melodies are either out of tune, or too high on a pitch or too low than the original.",No,,I used Samsung Wired AKG earphones for the Samsung S10.,Strongly Agree,Disagree,Agree,SSS0058,39620,,Unknown,,Unknown
2020-09-16 23:54:22,2020-09-16 23:57:25,IP Address,173.56.126.139,100,182,True,2020-09-16 23:57:26,R_1hQetG1krfMT0fm,,,,,40.831207275390625,-73.90670013427734375,anonymous,EN,20,Female,SONA for course credit,,English,Yoruba,Promoter,10,6-8,12-20 years of age,"Yes, I am near professional",Piano,,Yes,The keys were changing between each melody and there was a slight keynote change in the options,Yes,,in-ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS0050,39901,,Unknown,,
2020-09-17 00:07:04,2020-09-17 00:09:13,IP Address,114.93.91.234,100,128,True,2020-09-17 00:09:13,R_6EZuaIeSWwnkITv,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,3,1,Kindergarten,"Yes, but not so well",Drum and piano,"Focus on the sixth, seventh, eighten sound.",Yes,It follows a pattern.,No,,In-ear headphones,Agree,Agree,Agree,SSS0060,39683,,Unknown,,Unknown
2020-09-17 00:55:41,2020-09-17 00:58:42,IP Address,142.129.143.48,100,180,True,2020-09-17 00:58:42,R_1daE3SyTtUlzVvM,,,,,33.93389892578125,-117.88539886474609375,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,3,0,n/a,"Yes, but not so well",guitar,by ear,No,,No,,"in-ear, samsung wireless headphones",Agree,Strongly Agree,Agree,SSS0064,38119,,,,Unknown
2020-09-17 01:06:46,2020-09-17 01:09:46,IP Address,50.64.14.84,100,179,True,2020-09-17 01:09:46,R_3r1kMOZt86BWro1,,,,,49.2624053955078125,-123.160400390625,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,4-5,10-15,"Yes, I do alright","piano, guitar",N/A,Yes,the range between different notes,No,,headphones- in ear,Strongly Agree,Agree,Agree,SSS0063,39878,,Unknown,,Unknown
2020-09-17 01:07:32,2020-09-17 01:11:05,IP Address,45.47.179.229,100,213,True,2020-09-17 01:11:06,R_Ug9PTYUCSrEz6Ap,,,,,42.6199951171875,-73.83429718017578125,anonymous,EN,18,Other,SONA for course credit,,English,,Detractor,5,1,14,"Yes, but not so well",violin,"looking at it holistically, rather than which one had more notes with drastically different pitches from the original",Yes,i felt sometimes i recognized parts of the melody changed key or a series of notes were raised/lowered by half a note,Yes,i don't remember,"headphones, in-ear, older? apple earbuds",Strongly Agree,Strongly Agree,Agree,SSS0061,39461,,Unknown,,Unknown
2020-09-17 01:37:36,2020-09-17 01:39:35,IP Address,100.4.225.6,100,118,True,2020-09-17 01:39:35,R_BEAOJO125m5HFXb,,,,,42.7008056640625,-73.86009979248046875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Telugu,Passive,7,6-8,10-18,"Yes, I do alright",piano and violin,see if any note sounds odd or out of tune,No,,No,,airpods so in ear,Strongly Agree,Disagree,Agree,SSS0059,39985,,,,Unknown
2020-09-17 02:23:14,2020-09-17 02:26:49,IP Address,73.93.10.241,100,214,True,2020-09-17 02:26:49,R_116C3vlpjgVGx3y,,,,,37.3303985595703125,-121.7913055419921875,anonymous,EN,19,Male,SONA for course credit,,English,,Passive,7,4-5,10-5,"Yes, I do alright",Piano,,Yes,I just noticed the pattern and based it off that,No,,headphones over the ear. Beat,Strongly Agree,Disagree,Agree,SSS0066,39886,,Unknown,,
2020-09-17 02:42:17,2020-09-17 02:43:50,IP Address,108.46.128.182,100,93,True,2020-09-17 02:43:51,R_3hhflWnmmel2i1V,,,,,40.6186065673828125,-73.9272003173828125,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,3,1,16,"Yes, but not so well",piano,none,Yes,some notes were higher or lower,No,,headphones in-ear,Strongly Agree,Strongly Disagree,Agree,SSS0070,40034,,Unknown,,Unknown
2020-09-17 04:33:47,2020-09-17 04:35:57,IP Address,202.133.204.139,100,130,True,2020-09-17 04:35:58,R_ZglqzSVQwRlA7br,,,,,1.28399658203125,103.83160400390625,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,3,2-3,10-12,"Yes, but not so well","Acoustic guitar, piano","Simply sounding ""off"" to me",Yes,Change in pitch or number of beats,No,,Apple earpods,Agree,Strongly Agree,Agree,SSS0071,39507,,Unknown,,Unknown
2020-09-17 11:25:59,2020-09-17 11:27:02,IP Address,71.251.3.241,100,62,True,2020-09-17 11:27:02,R_2R2PwSsN0GO6H5N,,,,,40.711395263671875,-74.0005035400390625,anonymous,EN,17,Female,SONA for course credit,,English,,Detractor,2,4-5,8-12,No,,"pitch ",No,,No,,"macbook speakers in a quiet room ",Strongly Agree,Disagree,Agree,SSS0073,40113,,,,Unknown
2020-09-17 12:21:09,2020-09-17 12:22:33,IP Address,71.105.242.85,100,83,True,2020-09-17 12:22:33,R_2fqhLU54qLFYPhG,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,2,0,,"Yes, but not so well",Saxophone,,No,,No,,in-ear,Strongly Agree,Strongly Disagree,Agree,SSS0076,39516,,,,
2020-09-17 12:20:56,2020-09-17 12:23:16,IP Address,71.105.181.122,100,140,True,2020-09-17 12:23:16,R_10Pj3l2zWrf9GQe,,,,,40.6739959716796875,-73.97010040283203125,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,0,,No,,I paid attention to the beat patterns as well as changes in pitch,Yes,Specifically the changes in a lower or higher pitch allowed me to notice the differences,No,,I used in-ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS0081,39674,,Unknown,,Unknown
2020-09-17 12:39:50,2020-09-17 12:41:12,IP Address,67.245.21.247,100,82,True,2020-09-17 12:41:13,R_3feYLLnzM2JqkEZ,,,,,40.71490478515625,-73.9893035888671875,anonymous,EN,19,Female,SONA for course credit,,English,,Promoter,10,9+,7-19,"Yes, I do alright",piano,just listening with thought of scales,No,,No,,airpods pro,Strongly Agree,Agree,Agree,SSS0082,39807,,,,Unknown
2020-09-17 13:03:43,2020-09-17 13:07:11,IP Address,216.165.95.157,100,208,True,2020-09-17 13:07:11,R_1DV9bXNYAGLi4Kx,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Detractor,4,6-8,10-16,"Yes, I do alright",Piano and Guitar,I tried to listen for notes that were too high or too low,Yes,I mostly chose songs that I thought had out of place notes or notes that were too high/low.,Yes,Sometimes I was unable to discern and chose what I thought sounded the most different overall.,"Headphones, over-ear, Beats Solo",Strongly Agree,Agree,Agree,SSS0079,39967,,Unknown,,Unknown
2020-09-17 13:07:53,2020-09-17 13:11:37,IP Address,69.124.92.248,100,224,True,2020-09-17 13:11:37,R_1DuKyLcuvj8ii0v,,,,,41.081695556640625,-74.18630218505859375,anonymous,EN,21,Male,SONA for course credit,,English,,Passive,7,6-8,10-18,"Yes, I do alright",Trumpet,"I listened for any out of tune notes, followed by which of the 2nd and 3rd melodies sounded more ""right""",Yes,I noticed there often was a different note prior to a high note,No,,Over-the-ear,Strongly Agree,Agree,Agree,SSS0080,39752,,Unknown,,Unknown
2020-09-17 13:23:58,2020-09-17 13:27:52,IP Address,124.77.187.72,100,234,True,2020-09-17 13:27:53,R_3QMBIgkpRLM8bAH,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,7,6-8,5-18,"Yes, but not so well",piano,sing out,Yes,some keys,Yes,hard to notice,headphones (in ear),Agree,Neither Agree nor Disagree,Agree,SSS0087,40102,,Unknown,,Unknown
2020-09-17 13:56:33,2020-09-17 13:59:53,IP Address,173.93.136.8,100,199,True,2020-09-17 13:59:53,R_2dRuMG1mZsVSS25,,,,,33.54620361328125,-79.0428009033203125,anonymous,EN,20,Female,Other,nyu,Other (please specify below):,chinese,Detractor,1,1,10,"Yes, but not so well",piano,,Yes,"the crescendo and decrescendo in music ",No,,headphones,Agree,Disagree,Agree,SSS0093,40173,,Unknown,,
2020-09-17 14:11:19,2020-09-17 14:12:58,IP Address,100.38.32.182,100,99,True,2020-09-17 14:12:58,R_263K961EkF8WMNS,,,,,40.5948028564453125,-73.97149658203125,anonymous,EN,21,Male,SONA for course credit,,English,,Detractor,5,1,12,No,,Pitches and Tones,Yes,I paid attention to the beginning middle and end of the melody and focused on if it started a specific pitch level and how it fluctuated as the melody played,No,,in-ear earbuds,Strongly Agree,Disagree,Agree,SSS0026,39502,,Unknown,,Unknown
2020-09-17 14:39:16,2020-09-17 14:44:55,IP Address,173.76.247.39,100,339,True,2020-09-17 14:44:55,R_2bJF8ajSJQZl9gl,,,,,42.43780517578125,-71.22389984130859375,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,5,1,12,"Yes, I do alright",Piano,I listened to each melody in triplets and broken chords,Yes,"There were some obvious wrong notes, which made the triplet-chords sound different",Yes,"I started with listening to triplets around mid-block 1, then changed to broken chords around mid-block 7","earphones, in-ear, Samsung",Strongly Agree,Agree,Agree,SSS0098,39894,,Unknown,,Unknown
2020-09-17 15:35:51,2020-09-17 15:36:33,IP Address,68.175.126.85,100,42,True,2020-09-17 15:36:33,R_1FJLU5BVrtVMP4h,,,,,40.730804443359375,-73.99749755859375,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,2,6-8,,"Yes, I do alright",,,Yes,,No,,,Agree,Agree,Agree,SSS0075,39859,,,,
2020-09-17 19:00:14,2020-09-17 19:01:37,IP Address,216.165.95.137,100,83,True,2020-09-17 19:01:38,R_1obWJO9YTCJx1HK,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,8,0,,"Yes, I do alright","flute, guitar, ukelele, piano",,Yes,different notes,No,,over the ear headphones beats,Strongly Agree,Strongly Disagree,Agree,SSS0108,40126,,Unknown,,
2020-09-17 19:26:35,2020-09-17 19:29:57,IP Address,35.138.157.224,100,202,True,2020-09-17 19:29:57,R_1CqHiMoqvE2bnyQ,,,,,27.4055023193359375,-82.38809967041015625,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,"Mandarin ",Detractor,6,4-5,9-14,"Yes, I do alright",Piano,"high note and low note ",No,,No,,"in-ear, airpods ",Strongly Agree,Strongly Disagree,Agree,SSS0107,39687,,,,Unknown
