,subject,set,understood task,response,button_bias_Z,rt set,rt shifted,rt swapped,rt neither,rt shifted-swapped,rt shifted:swapped,length,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
158,S1C1628,chromatic,True,AABBBABABBAAAABABBABBABABABBBABBBBABBBBAABBABABBABABAAAABBBAABABABBBABABBBBBBBABABAABAABAAABB,1.5760253168566294,1882.5999999642372,1579.9000000357628,1666.1000000238419,3944.25,-86.19999998807907,0.9482624092270299,16.0,20,28,12.0,17,31,12.0,40,53,27.0,120.0,60.0,60.0,48.0,0.3333333333333333,0.4666666666666667,0.2,0.2833333333333333,0.5166666666666667,0.2,0.3333333333333333,0.44166666666666665,0.225,0.4166666666666667,0.5833333333333334,-0.13333333333333336,-0.16666666666666669,81,19.0,No,I used noise cancelling AirPods ,8-10,English,,SONA for course credit,,No,Female,,5,2,"Yes, but not so well",Flute,Strongly Agree,Agree,remembering the beginning and ending of each melody,2021-09-17 17:29:32,41522
159,S1C1628,diatonic,True,AABBBABABBAAAABABBABBABABABBBABBBBABBBBAABBABABBABABAAAABBBAABABABBBABABBBBBBBABABAABAABAAABB,1.5760253168566294,1780.0,1585.050000011921,1472.3999999761581,2668.399999976158,112.65000003576279,1.0765077424868152,16.0,26,19,15.0,23,22,15.0,40,53,27.0,120.0,60.0,60.0,45.0,0.43333333333333335,0.31666666666666665,0.25,0.38333333333333336,0.36666666666666664,0.25,0.3333333333333333,0.44166666666666665,0.225,0.5777777777777777,0.4222222222222222,0.1166666666666667,0.1555555555555555,81,19.0,No,I used noise cancelling AirPods ,8-10,English,,SONA for course credit,,No,Female,,5,2,"Yes, but not so well",Flute,Strongly Agree,Agree,remembering the beginning and ending of each melody,2021-09-17 17:29:32,41522
160,S1C1629,chromatic,True,BBBBAABAAAABBAAAAAABABABABABABAAAABBBBABABABAAAAABAAABBAABBBBBBAABBAABBBABA,-0.07785627111227005,4926.900000035763,4602.899999976158,2759.5,11347.099999964237,1843.3999999761581,1.668019568753817,16.0,21,19,20.0,22,18,20.0,40,35,45.0,120.0,60.0,60.0,40.0,0.35,0.31666666666666665,0.3333333333333333,0.36666666666666664,0.3,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.375,0.525,0.475,0.033333333333333326,0.050000000000000044,82,20.0,No,in-ear,6-14,Chinese (Mandarin),"For the melodies in this experiment, it is hard for me to feel the emotions and rhythm, so I can only notice changes based my discriminations on notes. However, because I use the strategy of feeling emotions and rhythm more often, so when I hear a melody that completely robotic, I feel super sleepy and cannot notice changes well.",SONA for course credit,,Yes,Female,,8,8,"Yes, I am near professional",Piano,Agree,Neither Agree nor Disagree,feeling the emotions; feeling the rhythm; tell the difference between notes and notes,2021-09-21 21:47:09,41550
161,S1C1629,diatonic,True,BBBBAABAAAABBAAAAAABABABABABABAAAABBBBABABABAAAAABAAABBAABBBBBBAABBAABBBABA,-0.07785627111227005,4587.100000023842,2175.600000023842,4612.149999976158,13162.5,-2436.5499999523163,0.4717105905131204,16.0,15,20,25.0,18,17,25.0,40,35,45.0,120.0,60.0,60.0,35.0,0.25,0.3333333333333333,0.4166666666666667,0.3,0.2833333333333333,0.4166666666666667,0.3333333333333333,0.2916666666666667,0.375,0.42857142857142855,0.5714285714285714,-0.08333333333333331,-0.14285714285714285,82,20.0,No,in-ear,6-14,Chinese (Mandarin),"For the melodies in this experiment, it is hard for me to feel the emotions and rhythm, so I can only notice changes based my discriminations on notes. However, because I use the strategy of feeling emotions and rhythm more often, so when I hear a melody that completely robotic, I feel super sleepy and cannot notice changes well.",SONA for course credit,,Yes,Female,,8,8,"Yes, I am near professional",Piano,Agree,Neither Agree nor Disagree,feeling the emotions; feeling the rhythm; tell the difference between notes and notes,2021-09-21 21:47:09,41550
162,S1C1632,chromatic,True,BBABBBBBBAAAABBABBBBBABBBBBBBBBABBBABBBBBAABAABBABBBBBBABAAAABBABAABAAB,-1.0099236576000077,1371.4000000059605,883.2999999523163,2432.599999964237,1410.1000000238419,-1549.300000011921,0.3631094302249865,16.0,13,11,36.0,8,16,36.0,24,47,49.0,120.0,60.0,60.0,24.0,0.21666666666666667,0.18333333333333332,0.6,0.13333333333333333,0.26666666666666666,0.6,0.2,0.39166666666666666,0.4083333333333333,0.5416666666666666,0.4583333333333333,0.033333333333333354,0.08333333333333331,83,19.0,No,over-the-ear headphones,10-15,Chinese (Mandarin),,SONA for course credit,,No,Male,,7,5,"Yes, I do alright",piano,Strongly Agree,Neither Agree nor Disagree,pay attention to keys that are not played during the test melody,2021-09-18 00:25:24,41616
163,S1C1632,diatonic,True,BBABBBBBBAAAABBABBBBBABBBBBBBBBABBBABBBBBAABAABBABBBBBBABAAAABBABAABAAB,-1.0099236576000077,687.5500000119209,626.7000000476837,866.3999999761581,2285.300000011921,-239.69999992847443,0.7233379502134458,16.0,45,2,13.0,16,31,13.0,24,47,49.0,120.0,60.0,60.0,47.0,0.75,0.03333333333333333,0.21666666666666667,0.26666666666666666,0.5166666666666667,0.21666666666666667,0.2,0.39166666666666666,0.4083333333333333,0.9574468085106383,0.0425531914893617,0.7166666666666667,0.9148936170212767,83,19.0,No,over-the-ear headphones,10-15,Chinese (Mandarin),,SONA for course credit,,No,Male,,7,5,"Yes, I do alright",piano,Strongly Agree,Neither Agree nor Disagree,pay attention to keys that are not played during the test melody,2021-09-18 00:25:24,41616
164,S1C1634,chromatic,True,ABBBBBBAABABABBBBBBBBBABBAABABABBBBBBBAABBBABABBBBBBBBABBBAAABBABBBABBAAABBAAB,-0.2554468406776999,1371.8499999940395,1179.0,2211.550000011921,1316.0,-1032.550000011921,0.5331102620305419,16.0,23,12,25.0,9,26,25.0,25,53,42.0,120.0,60.0,60.0,35.0,0.38333333333333336,0.2,0.4166666666666667,0.15,0.43333333333333335,0.4166666666666667,0.20833333333333334,0.44166666666666665,0.35,0.6571428571428571,0.34285714285714286,0.18333333333333335,0.3142857142857143,84,20.0,No,Studio Monitors,10-12 & 13-15,English,,SONA for course credit,,No,Male,,10,4,"Yes, I am near professional","Drums, Keys, Samplers, Synths",Strongly Agree,Strongly Disagree,,2021-09-18 09:20:20,39944
165,S1C1634,diatonic,True,ABBBBBBAABABABBBBBBBBBABBAABABABBBBBBBAABBBABABBBBBBBBABBBAAABBABBBABBAAABBAAB,-0.2554468406776999,372.7000000178814,174.30000001192093,1094.25,1296.0,-919.9499999880791,0.15928718301295036,16.0,33,10,17.0,16,27,17.0,25,53,42.0,120.0,60.0,60.0,43.0,0.55,0.16666666666666666,0.2833333333333333,0.26666666666666666,0.45,0.2833333333333333,0.20833333333333334,0.44166666666666665,0.35,0.7674418604651163,0.23255813953488372,0.3833333333333334,0.5348837209302326,84,20.0,No,Studio Monitors,10-12 & 13-15,English,,SONA for course credit,,No,Male,,10,4,"Yes, I am near professional","Drums, Keys, Samplers, Synths",Strongly Agree,Strongly Disagree,,2021-09-18 09:20:20,39944
166,S1C1635,chromatic,True,BABAABABBBAAABBBBABABBABABABBBABABAAAAABABBBABBBABABAAABABABBBBAABAABAABABABAABBBAABBB,2.0078057734995522,4817.4000000059605,5213.70000000298,4427.850000008941,5493.1500000059605,785.8499999940395,1.1774789118855546,16.0,18,28,14.0,20,26,14.0,40,46,34.0,120.0,60.0,60.0,46.0,0.3,0.4666666666666667,0.23333333333333334,0.3333333333333333,0.43333333333333335,0.23333333333333334,0.3333333333333333,0.38333333333333336,0.2833333333333333,0.391304347826087,0.6086956521739131,-0.16666666666666669,-0.2173913043478261,85,18.0,No,in ear airpods,5- 18,English,key changes,SONA for course credit,,Yes,Female,,7,9+,"Yes, I do alright","clarinet, piano",Agree,Strongly Agree,,2021-09-18 18:26:17,39847
167,S1C1635,diatonic,True,BABAABABBBAAABBBBABABBABABABBBABABAAAAABABBBABBBABABAAABABABBBBAABAABAABABABAABBBAABBB,2.0078057734995522,5329.5,3440.5999999940395,6493.800000011921,6422.850000008941,-3053.2000000178814,0.5298284517520903,16.0,23,17,20.0,20,20,20.0,40,46,34.0,120.0,60.0,60.0,40.0,0.38333333333333336,0.2833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38333333333333336,0.2833333333333333,0.575,0.425,0.10000000000000003,0.14999999999999997,85,18.0,No,in ear airpods,5- 18,English,key changes,SONA for course credit,,Yes,Female,,7,9+,"Yes, I do alright","clarinet, piano",Agree,Strongly Agree,,2021-09-18 18:26:17,39847
168,S1C1638,chromatic,True,BBABBABBABBBBBBABABBBBBABBABBABBAABBB,1.4505774540844798,1562.1000000834465,1507.2000000476837,1267.75,1675.6000000238419,239.45000004768372,1.1888779333840929,16.0,9,10,41.0,7,12,41.0,10,27,83.0,120.0,60.0,60.0,19.0,0.15,0.16666666666666666,0.6833333333333333,0.11666666666666667,0.2,0.6833333333333333,0.08333333333333333,0.225,0.6916666666666667,0.47368421052631576,0.5263157894736842,-0.016666666666666663,-0.05263157894736842,86,20.0,No,"yes, earpods",,Other (please specify below):,,SONA for course credit,portuguese,No,Female,,4,0,No,,Strongly Agree,Neither Agree nor Disagree,,2021-09-22 08:47:24,41417
169,S1C1638,diatonic,True,BBABBABBABBBBBBABABBBBBABBABBABBAABBB,1.4505774540844798,1489.1000000238419,1197.1999999284744,1362.3999999761581,1514.050000011921,-165.20000004768372,0.8787433939734478,16.0,9,9,42.0,3,15,42.0,10,27,83.0,120.0,60.0,60.0,18.0,0.15,0.15,0.7,0.05,0.25,0.7,0.08333333333333333,0.225,0.6916666666666667,0.5,0.5,0.0,0.0,86,20.0,No,"yes, earpods",,Other (please specify below):,,SONA for course credit,portuguese,No,Female,,4,0,No,,Strongly Agree,Neither Agree nor Disagree,,2021-09-22 08:47:24,41417
170,S1C1651,chromatic,False,ABAABAABBAABBABBBBABBBBBBBBABBBBBAAABAABBABABBBABABAAAABAABABBAABABBBBBABAAAAABBBBABBBABAABABABABABABABAAAABBABBBBAABAAB,1.0371984561425425,743.0,727.8999999985099,895.8999999985099,0.0,-168.0,0.8124790713246127,16.0,34,26,0.0,28,32,0.0,54,66,0.0,120.0,60.0,60.0,60.0,0.5666666666666667,0.43333333333333335,0.0,0.4666666666666667,0.5333333333333333,0.0,0.45,0.55,0.0,0.5666666666666667,0.43333333333333335,0.1333333333333333,0.1333333333333333,87,21.0,No,In-ear,,Chinese (Mandarin),The key is different,SONA for course credit,,Yes,Male,,2,0,"Yes, but not so well",Guitar,Neither Agree nor Disagree,Strongly Agree,,2021-09-21 22:23:24,41484
171,S1C1651,diatonic,False,ABAABAABBAABBABBBBABBBBBBBBABBBBBAAABAABBABABBBABABAAAABAABABBAABABBBBBABAAAAABBBBABBBABAABABABABABABABAAAABBABBBBAABAAB,1.0371984561425425,503.3500000014901,414.40000000596046,705.25,0.0,-290.84999999403954,0.5875930521176327,16.0,42,18,0.0,26,34,0.0,54,66,0.0,120.0,60.0,60.0,60.0,0.7,0.3,0.0,0.43333333333333335,0.5666666666666667,0.0,0.45,0.55,0.0,0.7,0.3,0.39999999999999997,0.39999999999999997,87,21.0,No,In-ear,,Chinese (Mandarin),The key is different,SONA for course credit,,Yes,Male,,2,0,"Yes, but not so well",Guitar,Neither Agree nor Disagree,Strongly Agree,,2021-09-21 22:23:24,41484
172,S1C1654,chromatic,True,BBABBBBAABABBABBBBBBABBABABBAAABABAAABBBBABBBBBAAAABBABBBAABBABABAABBABAAAABABAABBBBBBABBBABABABABBBBABBAB,1.07807193135897,999.1499999985099,791.1000000014901,945.0,1506.699999999255,-153.89999999850988,0.837142857144434,16.0,27,23,10.0,19,31,10.0,42,64,14.0,120.0,60.0,60.0,50.0,0.45,0.38333333333333336,0.16666666666666666,0.31666666666666665,0.5166666666666667,0.16666666666666666,0.35,0.5333333333333333,0.11666666666666667,0.54,0.46,0.06666666666666665,0.08000000000000002,88,18.0,No,"Earphones, airpods ",10-18,English,,SONA for course credit,,No,Male,,8,8,"Yes, I do alright",Viola,Strongly Agree,Neither Agree nor Disagree,Any notes that were of different pitches or didn't sound right compared to the test melody,2021-09-22 12:50:12,41739
173,S1C1654,diatonic,True,BBABBBBAABABBABBBBBBABBABABBAAABABAAABBBBABBBBBAAAABBABBBAABBABABAABBABAAAABABAABBBBBBABBBABABABABBBBABBAB,1.07807193135897,728.5000000037253,673.5,1371.7999999970198,1068.949999999255,-698.2999999970198,0.49096078145608923,16.0,50,6,4.0,23,33,4.0,42,64,14.0,120.0,60.0,60.0,56.0,0.8333333333333334,0.1,0.06666666666666667,0.38333333333333336,0.55,0.06666666666666667,0.35,0.5333333333333333,0.11666666666666667,0.8928571428571429,0.10714285714285714,0.7333333333333334,0.7857142857142858,88,18.0,No,"Earphones, airpods ",10-18,English,,SONA for course credit,,No,Male,,8,8,"Yes, I do alright",Viola,Strongly Agree,Neither Agree nor Disagree,Any notes that were of different pitches or didn't sound right compared to the test melody,2021-09-22 12:50:12,41739
174,S1C1655,chromatic,True,ABBAABAABABBBBBBABABBAAABAABAAABBBAAABBBAABBBBAABABABBBAABBABABAABBBBBBBBABBBABBABBBBBBBABAB,0.2584854363637968,1418.0999999996275,1414.2999999998137,998.0999999996275,1919.149999999674,416.20000000018626,1.4169922853424923,16.0,25,15,20.0,14,26,20.0,36,56,28.0,120.0,60.0,60.0,40.0,0.4166666666666667,0.25,0.3333333333333333,0.23333333333333334,0.43333333333333335,0.3333333333333333,0.3,0.4666666666666667,0.23333333333333334,0.625,0.375,0.16666666666666669,0.25,89,19.0,No,earphones airpod pros on noise cancellation mode,4-19,English,"added beats, off key notes hidden inside",SONA for course credit,,Yes,Female,,7,9+,"Yes, I do alright","flute, piano, violin, guitar",Strongly Agree,Neither Agree nor Disagree,"rhythm, beat, key changes",2021-09-22 15:27:59,41687
175,S1C1655,diatonic,True,ABBAABAABABBBBBBABABBAAABAABAAABBBAAABBBAABBBBAABABABBBAABBABABAABBBBBBBBABBBABBABBBBBBBABAB,0.2584854363637968,1148.0000000002328,1014.1000000000931,1402.0999999998603,2041.8999999999069,-387.99999999976717,0.7232722345055232,16.0,34,18,8.0,22,30,8.0,36,56,28.0,120.0,60.0,60.0,52.0,0.5666666666666667,0.3,0.13333333333333333,0.36666666666666664,0.5,0.13333333333333333,0.3,0.4666666666666667,0.23333333333333334,0.6538461538461539,0.34615384615384615,0.26666666666666666,0.3076923076923077,89,19.0,No,earphones airpod pros on noise cancellation mode,4-19,English,"added beats, off key notes hidden inside",SONA for course credit,,Yes,Female,,7,9+,"Yes, I do alright","flute, piano, violin, guitar",Strongly Agree,Neither Agree nor Disagree,"rhythm, beat, key changes",2021-09-22 15:27:59,41687
176,S1C1656,chromatic,True,BBBBABABBBBBBAABABBBBBBBBBAABABBAABBABAAABABABBABAABABBBBBBAABBABABBBABBBABABBBBBBBBBABBAAABBABAAAABBAABABBAAAABABAABBBB,0.24573055576317704,1880.6499998569489,1270.7000000476837,1991.0,0.0,-720.2999999523163,0.6382219990194293,16.0,27,33,0.0,27,33,0.0,46,74,0.0,120.0,60.0,60.0,60.0,0.45,0.55,0.0,0.45,0.55,0.0,0.38333333333333336,0.6166666666666667,0.0,0.45,0.55,-0.10000000000000003,-0.10000000000000003,90,18.0,No,headphones with both earbuds in ,15-18,English,,SONA for course credit,,No,Female,,7,3,"Yes, I do alright",ukulele and clarinet,Strongly Agree,Neither Agree nor Disagree,hearing a note on a different key,2021-09-21 18:07:36,41661
177,S1C1656,diatonic,True,BBBBABABBBBBBAABABBBBBBBBBAABABBAABBABAAABABABBABAABABBBBBBAABBABABBBABBBABABBBBBBBBBABBAAABBABAAAABBAABABBAAAABABAABBBB,0.24573055576317704,1458.2999999523163,934.5,3005.2999999523163,0.0,-2070.7999999523163,0.31095065384980775,16.0,45,15,0.0,19,41,0.0,46,74,0.0,120.0,60.0,60.0,60.0,0.75,0.25,0.0,0.31666666666666665,0.6833333333333333,0.0,0.38333333333333336,0.6166666666666667,0.0,0.75,0.25,0.5,0.5,90,18.0,No,headphones with both earbuds in ,15-18,English,,SONA for course credit,,No,Female,,7,3,"Yes, I do alright",ukulele and clarinet,Strongly Agree,Neither Agree nor Disagree,hearing a note on a different key,2021-09-21 18:07:36,41661
178,S1C1657,chromatic,True,ABAABBABABABABAABABBBAABABABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAABBBBABBBBBAABBBBABBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,-1.3267675289905596,1526.1224999848055,1542.1975000062957,1507.179999985965,3830.0599999784026,35.01750002033077,1.0232337876170443,16.0,28,31,1.0,11,48,1.0,20,95,5.0,120.0,60.0,60.0,59.0,0.4666666666666667,0.5166666666666667,0.016666666666666666,0.18333333333333332,0.8,0.016666666666666666,0.16666666666666666,0.7916666666666666,0.041666666666666664,0.4745762711864407,0.5254237288135594,-0.050000000000000044,-0.050847457627118675,91,18.0,No,,,Spanish,,SONA for course credit,,No,Female,,2,0,No,,Strongly Agree,Strongly Disagree,,2021-09-23 15:58:30,41636
179,S1C1657,diatonic,True,ABAABBABABABABAABABBBAABABABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAABBBBABBBBBAABBBBABBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,-1.3267675289905596,1326.4924999967916,1265.8799999917392,1387.300000002142,949.865000002319,-121.42000001040287,0.9124774742231562,16.0,33,23,4.0,9,47,4.0,20,95,5.0,120.0,60.0,60.0,56.0,0.55,0.38333333333333336,0.06666666666666667,0.15,0.7833333333333333,0.06666666666666667,0.16666666666666666,0.7916666666666666,0.041666666666666664,0.5892857142857143,0.4107142857142857,0.16666666666666669,0.1785714285714286,91,18.0,No,,,Spanish,,SONA for course credit,,No,Female,,2,0,No,,Strongly Agree,Strongly Disagree,,2021-09-23 15:58:30,41636
180,S1C1658,chromatic,True,ABBABBABBBABBBABBBABABAABBBBBABBABBAABBBABAABBABBBABABABBBBBBBABABBBBBBAABAABBBBBBBBAABBAABBBABBBBBABABBABABAABAAABBAAAB,1.1604083161147314,3163.75,2286.4000000059605,3784.0999999940395,0.0,-1497.699999988079,0.60421236225511,16.0,23,37,0.0,21,39,0.0,43,77,0.0,120.0,60.0,60.0,60.0,0.38333333333333336,0.6166666666666667,0.0,0.35,0.65,0.0,0.35833333333333334,0.6416666666666667,0.0,0.38333333333333336,0.6166666666666667,-0.23333333333333334,-0.23333333333333334,92,17.0,No,in-ear airpods,,Other (please specify below):,,SONA for course credit,arabic,No,Female,,6,0,No,,Strongly Agree,Neither Agree nor Disagree,,2021-09-23 18:02:58,41590
181,S1C1658,diatonic,True,ABBABBABBBABBBABBBABABAABBBBBABBABBAABBBABAABBABBBABABABBBBBBBABABBBBBBAABAABBBBBBBBAABBAABBBABBBBBABABBABABAABAAABBAAAB,1.1604083161147314,3126.89999999851,2873.8000000044703,3269.9500000029802,0.0,-396.1499999985099,0.8788513585840307,16.0,30,30,0.0,22,38,0.0,43,77,0.0,120.0,60.0,60.0,60.0,0.5,0.5,0.0,0.36666666666666664,0.6333333333333333,0.0,0.35833333333333334,0.6416666666666667,0.0,0.5,0.5,0.0,0.0,92,17.0,No,in-ear airpods,,Other (please specify below):,,SONA for course credit,arabic,No,Female,,6,0,No,,Strongly Agree,Neither Agree nor Disagree,,2021-09-23 18:02:58,41590
182,S1C1659,chromatic,True,ABABBBBBBBBBBBBBBBBBBBBBBBBABBBBABBAABBABBBBBBBBABBBBABBBABBBABBABAAAABBBBBBBBBBBBBBBBABABBBBBBBAABBAAABBAABABABBBBBBBA,-1.2380961297705888,1724.3500000238419,2347.2000000178814,1670.7999999523163,11811.800000011921,676.4000000655651,1.4048360067541712,16.0,28,31,1.0,11,48,1.0,28,91,1.0,120.0,60.0,60.0,59.0,0.4666666666666667,0.5166666666666667,0.016666666666666666,0.18333333333333332,0.8,0.016666666666666666,0.23333333333333334,0.7583333333333333,0.008333333333333333,0.4745762711864407,0.5254237288135594,-0.050000000000000044,-0.050847457627118675,93,21.0,No,over-the-ear,,Chinese (Mandarin),,SONA for course credit,,No,Female,,4,0,"Yes, but not so well",piano,Strongly Agree,Agree,I pay attention to weird note if it appears,2021-09-22 19:33:03,41538
183,S1C1659,diatonic,True,ABABBBBBBBBBBBBBBBBBBBBBBBBABBBBABBAABBABBBBBBBBABBBBABBBABBBABBABAAAABBBBBBBBBBBBBBBBABABBBBBBBAABBAAABBAABABABBBBBBBA,-1.2380961297705888,1175.5999999642372,1130.699999988079,1385.0,0.0,-254.30000001192093,0.8163898916881437,16.0,47,13,0.0,17,43,0.0,28,91,1.0,120.0,60.0,60.0,60.0,0.7833333333333333,0.21666666666666667,0.0,0.2833333333333333,0.7166666666666667,0.0,0.23333333333333334,0.7583333333333333,0.008333333333333333,0.7833333333333333,0.21666666666666667,0.5666666666666667,0.5666666666666667,93,21.0,No,over-the-ear,,Chinese (Mandarin),,SONA for course credit,,No,Female,,4,0,"Yes, but not so well",piano,Strongly Agree,Agree,I pay attention to weird note if it appears,2021-09-22 19:33:03,41538
184,S1C1660,chromatic,True,BABABAAABAAABABABBABBABAAAAAABABABBBAAAAABAAAABAABBBAABBBABABBAAABBABAAABBBAAAABAABABBA,0.9866519626677633,1828.75,1536.5999999940395,1394.0000000149012,2829.0999999940395,142.59999997913837,1.1022955523512297,16.0,22,12,26.0,24,10,26.0,50,37,33.0,120.0,60.0,60.0,34.0,0.36666666666666664,0.2,0.43333333333333335,0.4,0.16666666666666666,0.43333333333333335,0.4166666666666667,0.30833333333333335,0.275,0.6470588235294118,0.35294117647058826,0.16666666666666663,0.29411764705882354,94,19.0,Yes,in-ear,12-13,Chinese (Mandarin),some melodies will have one pitch which sounds extremely different than the original one,SONA for course credit,,Yes,Female,I don't remember the block section. But sometimes the length of melodies changes instead of that specific unfit pitch. ,1,1,"Yes, but not so well",guitar,Strongly Agree,Strongly Agree,the length of the melody. and the general tone,2021-09-21 21:41:04,41905
185,S1C1660,diatonic,True,BABABAAABAAABABABBABBABAAAAAABABABBBAAAAABAAAABAABBBAABBBABABBAAABBABAAABBBAAAABAABABBA,0.9866519626677633,1583.7999999970198,1344.9000000059605,4377.9000000059605,4162.4000000059605,-3033.0,0.30720208319151404,16.0,49,4,7.0,26,27,7.0,50,37,33.0,120.0,60.0,60.0,53.0,0.8166666666666667,0.06666666666666667,0.11666666666666667,0.43333333333333335,0.45,0.11666666666666667,0.4166666666666667,0.30833333333333335,0.275,0.9245283018867925,0.07547169811320754,0.75,0.8490566037735849,94,19.0,Yes,in-ear,12-13,Chinese (Mandarin),some melodies will have one pitch which sounds extremely different than the original one,SONA for course credit,,Yes,Female,I don't remember the block section. But sometimes the length of melodies changes instead of that specific unfit pitch. ,1,1,"Yes, but not so well",guitar,Strongly Agree,Strongly Agree,the length of the melody. and the general tone,2021-09-21 21:41:04,41905
186,S1C1663,chromatic,True,BABBABBBBABBBBABABABBBBABABAABABBAABABBABBAABBABBBBAAABAAABAABBABAAABABBABBAAAABBAABAABAABAABABAAAAABABBABAAABAA,1.712494756815135,1681.1999999955297,1713.3999999910593,1532.7000000029802,4943.85000000149,180.69999998807907,1.117896522468668,16.0,25,29,6.0,27,27,6.0,57,55,8.0,120.0,60.0,60.0,54.0,0.4166666666666667,0.48333333333333334,0.1,0.45,0.45,0.1,0.475,0.4583333333333333,0.06666666666666667,0.46296296296296297,0.5370370370370371,-0.06666666666666665,-0.07407407407407413,95,18.0,No,"headphones, in-ear, cheap air port ones ",8-13,English,"Highest notes, lowest notes, and if there were mostly major or minor sounds. ",SONA for course credit,,Yes,Female,,3,5,"Yes, I do alright","Guitar and bass guitar, I took piano lessons but don't sill play. ",Strongly Agree,Agree,Trying to play back the original melody as the options were playing ,2021-09-22 21:24:45,41718
187,S1C1663,diatonic,True,BABBABBBBABBBBABABABBBBABABAABABBAABABBABBAABBABBBBAAABAAABAABBABAAABABBABBAAAABBAABAABAABAABABAAAAABABBABAAABAA,1.712494756815135,1249.4999999925494,1157.0,1485.0999999940395,2743.10000000149,-328.09999999403954,0.7790721163589278,16.0,39,19,2.0,30,28,2.0,57,55,8.0,120.0,60.0,60.0,58.0,0.65,0.31666666666666665,0.03333333333333333,0.5,0.4666666666666667,0.03333333333333333,0.475,0.4583333333333333,0.06666666666666667,0.6724137931034483,0.3275862068965517,0.33333333333333337,0.3448275862068966,95,18.0,No,"headphones, in-ear, cheap air port ones ",8-13,English,"Highest notes, lowest notes, and if there were mostly major or minor sounds. ",SONA for course credit,,Yes,Female,,3,5,"Yes, I do alright","Guitar and bass guitar, I took piano lessons but don't sill play. ",Strongly Agree,Agree,Trying to play back the original melody as the options were playing ,2021-09-22 21:24:45,41718
188,S1C1664,chromatic,True,ABBBABBBBBBABAAABBABABAAABABBBABBAABBBAABAABABBBAABABABBBBBBBBBAAAAABAABABABBBBABABABBBAABBBAABBBAABBABABABBBBABBAAAAA,0.3927671948697909,1023.5499999523163,1256.3500000238419,800.2999999821186,3616.4000000059605,456.05000004172325,1.5698488067623553,16.0,26,32,2.0,26,32,2.0,51,67,2.0,120.0,60.0,60.0,58.0,0.43333333333333335,0.5333333333333333,0.03333333333333333,0.43333333333333335,0.5333333333333333,0.03333333333333333,0.425,0.5583333333333333,0.016666666666666666,0.4482758620689655,0.5517241379310345,-0.09999999999999998,-0.10344827586206895,96,21.0,No,No,7-13,Chinese (Mandarin),,SONA for course credit,,Yes,Female,,8,6,"Yes, I do alright",piano,Strongly Agree,Disagree,my feeling,2021-09-22 22:01:39,41828
189,S1C1664,diatonic,True,ABBBABBBBBBABAAABBABABAAABABBBABBAABBBAABAABABBBAABABABBBBBBBBBAAAAABAABABABBBBABABABBBAABBBAABBBAABBABABABBBBABBAAAAA,0.3927671948697909,953.9999999701977,751.3000000119209,1936.800000011921,0.0,-1185.5,0.38790788930570874,16.0,49,11,0.0,25,35,0.0,51,67,2.0,120.0,60.0,60.0,60.0,0.8166666666666667,0.18333333333333332,0.0,0.4166666666666667,0.5833333333333334,0.0,0.425,0.5583333333333333,0.016666666666666666,0.8166666666666667,0.18333333333333332,0.6333333333333333,0.6333333333333333,96,21.0,No,No,7-13,Chinese (Mandarin),,SONA for course credit,,Yes,Female,,8,6,"Yes, I do alright",piano,Strongly Agree,Disagree,my feeling,2021-09-22 22:01:39,41828
