,index,rt,stimulus,key_press,name,trial_type,trial_index,time_elapsed,internal_node_id,set,transposition,mode,mode_no,probe_pitches,question_num,response,response_numeric,subject,sona_x,block,time,malformed,Unnamed: 0,subject_age,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,How did you arrive at this experiment?,What is your first language (if other)?,subject_gender,How many years of formal music theory training do you have?,Do you have perfect (absolute) pitch?,What informed your judgement (if anything) of how familiar were the melodies?,What general strategy (if any) did you use to judge whether melodies had some notes that were more important than others?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,understood task
241,241,2233,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,330,790083,0.0-330.0,0 1 2 4 5,2,"[0, 1, 2, 4, 5]",0,7 3 6 3 6 2 3 6 3 7 3 7,361,somewhat agree,4,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
242,242,476,The audio clip was melodic.,51,likert,html-keyboard-response,332,791565,0.0-332.0,0 1 2 4 5,2,"[0, 1, 2, 4, 5]",0,7 3 6 3 6 2 3 6 3 7 3 7,361,neutral,3,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
243,243,488,Some notes felt more important than others.,50,likert,html-keyboard-response,337,798381,0.0-337.0,0 2 4 7 8,1,"[0, 2, 5, 6, 10]",1,11 7 3 7 1 11 7 13 11 6 3 1,371,somewhat disagree,2,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
244,244,968,The melody as a whole or parts of it felt familiar.,50,likert,html-keyboard-response,339,800353,0.0-339.0,0 2 4 7 8,1,"[0, 2, 5, 6, 10]",1,11 7 3 7 1 11 7 13 11 6 3 1,371,somewhat disagree,2,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
245,245,435,The audio clip was melodic.,51,likert,html-keyboard-response,341,801793,0.0-341.0,0 2 4 7 8,1,"[0, 2, 5, 6, 10]",1,11 7 3 7 1 11 7 13 11 6 3 1,371,neutral,3,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
246,246,258,Some notes felt more important than others.,49,likert,html-keyboard-response,346,808216,0.0-346.0,0 1 4 6 8,0,"[0, 2, 4, 8, 9]",2,4 2 9 4 9 2 4 8 12 2 12 4,381,disagree,1,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
247,247,1653,The melody as a whole or parts of it felt familiar.,50,likert,html-keyboard-response,348,810871,0.0-348.0,0 1 4 6 8,0,"[0, 2, 4, 8, 9]",2,4 2 9 4 9 2 4 8 12 2 12 4,381,somewhat disagree,2,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
248,248,2942,The audio clip was melodic.,51,likert,html-keyboard-response,350,814818,0.0-350.0,0 1 4 6 8,0,"[0, 2, 4, 8, 9]",2,4 2 9 4 9 2 4 8 12 2 12 4,381,neutral,3,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
249,249,409,Some notes felt more important than others.,50,likert,html-keyboard-response,355,822595,0.0-355.0,0 3 4 5 6,-1,"[0, 1, 2, 3, 9]",1,0 -1 0 1 2 1 11 2 8 1 11 0,391,somewhat disagree,2,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
250,250,3824,The melody as a whole or parts of it felt familiar.,49,likert,html-keyboard-response,357,827421,0.0-357.0,0 3 4 5 6,-1,"[0, 1, 2, 3, 9]",1,0 -1 0 1 2 1 11 2 8 1 11 0,391,disagree,1,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
251,251,1702,The audio clip was melodic.,50,likert,html-keyboard-response,359,830125,0.0-359.0,0 3 4 5 6,-1,"[0, 1, 2, 3, 9]",1,0 -1 0 1 2 1 11 2 8 1 11 0,391,somewhat disagree,2,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
252,252,3306,Some notes felt more important than others.,52,likert,html-keyboard-response,364,839901,0.0-364.0,0 2 4 7 9,0,"[0, 3, 5, 7, 10]",4,3 0 3 10 7 10 3 5 7 5 3 10,401,somewhat agree,4,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
253,253,2248,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,366,843150,0.0-366.0,0 2 4 7 9,0,"[0, 3, 5, 7, 10]",4,3 0 3 10 7 10 3 5 7 5 3 10,401,somewhat agree,4,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
254,254,509,The audio clip was melodic.,51,likert,html-keyboard-response,368,844661,0.0-368.0,0 2 4 7 9,0,"[0, 3, 5, 7, 10]",4,3 0 3 10 7 10 3 5 7 5 3 10,401,neutral,3,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
255,255,27415,Some notes felt more important than others.,52,likert,html-keyboard-response,373,878452,0.0-373.0,0 3 4 5 6,-3,"[0, 1, 2, 8, 11]",2,9 8 9 8 -1 9 5 -1 5 -1 5 8,411,somewhat agree,4,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
256,256,3267,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,375,882724,0.0-375.0,0 3 4 5 6,-3,"[0, 1, 2, 8, 11]",2,9 8 9 8 -1 9 5 -1 5 -1 5 8,411,agree,5,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
257,257,293,The audio clip was melodic.,51,likert,html-keyboard-response,377,884020,0.0-377.0,0 3 4 5 6,-3,"[0, 1, 2, 8, 11]",2,9 8 9 8 -1 9 5 -1 5 -1 5 8,411,neutral,3,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
258,258,291,Some notes felt more important than others.,53,likert,html-keyboard-response,382,890704,0.0-382.0,0 3 4 5 7,-3,"[0, 3, 4, 5, 7]",0,1 -3 1 9 2 1 9 4 9 2 4 9,421,agree,5,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
259,259,1061,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,384,892768,0.0-384.0,0 3 4 5 7,-3,"[0, 3, 4, 5, 7]",0,1 -3 1 9 2 1 9 4 9 2 4 9,421,agree,5,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
260,260,819,The audio clip was melodic.,51,likert,html-keyboard-response,386,894593,0.0-386.0,0 3 4 5 7,-3,"[0, 3, 4, 5, 7]",0,1 -3 1 9 2 1 9 4 9 2 4 9,421,neutral,3,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
261,261,676,Some notes felt more important than others.,49,likert,html-keyboard-response,391,901566,0.0-391.0,0 2 3 5 6,1,"[0, 2, 3, 5, 6]",0,4 6 1 3 1 7 3 6 1 7 13 3,431,disagree,1,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
262,262,1747,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,393,904316,0.0-393.0,0 2 3 5 6,1,"[0, 2, 3, 5, 6]",0,4 6 1 3 1 7 3 6 1 7 13 3,431,neutral,3,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
263,263,315,The audio clip was melodic.,51,likert,html-keyboard-response,395,905635,0.0-395.0,0 2 3 5 6,1,"[0, 2, 3, 5, 6]",0,4 6 1 3 1 7 3 6 1 7 13 3,431,neutral,3,SSSQ0003,38374,2,2020-11-22 08:17:58.187000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
264,264,1986,Some notes felt more important than others.,51,likert,html-keyboard-response,4,560446,0.0-4.0,0 1 2 3 5,1,"[0, 2, 9, 10, 11]",3,12 13 10 13 12 3 13 11 1 11 13 1,1,neutral,3,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
265,265,1140,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,6,562590,0.0-6.0,0 1 2 3 5,1,"[0, 2, 9, 10, 11]",3,12 13 10 13 12 3 13 11 1 11 13 1,1,agree,5,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
266,266,1015,The audio clip was melodic.,52,likert,html-keyboard-response,8,564607,0.0-8.0,0 1 2 3 5,1,"[0, 2, 9, 10, 11]",3,12 13 10 13 12 3 13 11 1 11 13 1,1,somewhat agree,4,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
267,267,372,Some notes felt more important than others.,50,likert,html-keyboard-response,13,571233,0.0-13.0,0 1 4 6 8,0,"[0, 3, 5, 7, 11]",1,3 0 5 0 5 3 12 5 3 7 11 3,11,somewhat disagree,2,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
268,268,2011,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,15,574247,0.0-15.0,0 1 4 6 8,0,"[0, 3, 5, 7, 11]",1,3 0 5 0 5 3 12 5 3 7 11 3,11,somewhat agree,4,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
269,269,824,The audio clip was melodic.,51,likert,html-keyboard-response,17,576073,0.0-17.0,0 1 4 6 8,0,"[0, 3, 5, 7, 11]",1,3 0 5 0 5 3 12 5 3 7 11 3,11,neutral,3,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
270,270,2825,Some notes felt more important than others.,51,likert,html-keyboard-response,22,585174,0.0-22.0,0 1 2 4 5,0,"[0, 1, 3, 4, 11]",1,3 1 4 12 4 3 1 4 12 3 11 12,21,neutral,3,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
271,271,1456,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,24,587636,0.0-24.0,0 1 2 4 5,0,"[0, 1, 3, 4, 11]",1,3 1 4 12 4 3 1 4 12 3 11 12,21,somewhat agree,4,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
272,272,328,The audio clip was melodic.,50,likert,html-keyboard-response,26,588969,0.0-26.0,0 1 2 4 5,0,"[0, 1, 3, 4, 11]",1,3 1 4 12 4 3 1 4 12 3 11 12,21,somewhat disagree,2,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
273,273,182,Some notes felt more important than others.,52,likert,html-keyboard-response,31,595319,0.0-31.0,0 1 2 3 5,3,"[0, 1, 2, 3, 5]",0,15 8 15 8 3 4 5 8 4 8 4 5,31,somewhat agree,4,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
274,274,1596,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,33,597917,0.0-33.0,0 1 2 3 5,3,"[0, 1, 2, 3, 5]",0,15 8 15 8 3 4 5 8 4 8 4 5,31,agree,5,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
275,275,1052,The audio clip was melodic.,51,likert,html-keyboard-response,35,599974,0.0-35.0,0 1 2 3 5,3,"[0, 1, 2, 3, 5]",0,15 8 15 8 3 4 5 8 4 8 4 5,31,neutral,3,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
276,276,486,Some notes felt more important than others.,53,likert,html-keyboard-response,40,607262,0.0-40.0,0 2 3 5 7,0,"[0, 2, 4, 9, 11]",2,2 0 2 0 2 9 12 4 11 9 12 4,41,agree,5,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
277,277,648,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,42,608915,0.0-42.0,0 2 3 5 7,0,"[0, 2, 4, 9, 11]",2,2 0 2 0 2 9 12 4 11 9 12 4,41,neutral,3,SSSQ0003,38374,3,2020-11-22 09:34:41.809000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
